age,workclass,education-num,marital-status,occupation,relationship,race,sex,hours-per-week,native-country,income,capital-gain_log,capital-loss_log
32,Private,14,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.0,0.0
33,Private,9,Divorced,Adm-clerical,Own-child,Other,Female,65,United-States,<=50K,0.0,0.0
59,Private,9,Never-married,Craft-repair,Not-in-family,Black,Male,60,United-States,<=50K,0.0,0.0
36,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,44,United-States,<=50K,0.0,0.0
37,Self-emp-not-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,Cuba,>50K,0.0,0.0
31,Private,10,Never-married,Sales,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
46,Private,13,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0.0,0.0
44,State-gov,13,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,38,United-States,<=50K,0.0,0.0
27,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.0,7.303843225277705
29,Self-emp-not-inc,9,Never-married,Farming-fishing,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
39,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
62,Self-emp-not-inc,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,United-States,<=50K,0.0,0.0
48,Self-emp-not-inc,14,Widowed,Exec-managerial,Unmarried,White,Female,40,Unknown,>50K,0.0,0.0
42,Private,9,Never-married,Exec-managerial,Unmarried,Black,Female,25,United-States,<=50K,0.0,0.0
60,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,48,United-States,>50K,0.0,0.0
35,Private,13,Never-married,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
39,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
34,Self-emp-inc,12,Married-civ-spouse,Adm-clerical,Wife,White,Female,36,United-States,<=50K,0.0,0.0
22,Private,10,Never-married,Adm-clerical,Other-relative,Black,Male,22,United-States,<=50K,0.0,0.0
18,Unknown,9,Widowed,Unknown,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
44,Private,11,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
44,State-gov,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
49,Local-gov,13,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0.0,6.439350371100098
21,Private,9,Never-married,Machine-op-inspct,Not-in-family,White,Male,50,United-States,<=50K,0.0,0.0
49,Private,11,Never-married,Sales,Other-relative,Black,Male,40,Unknown,<=50K,0.0,0.0
52,Private,7,Separated,Handlers-cleaners,Unmarried,White,Male,40,United-States,<=50K,0.0,0.0
39,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,7.543273346705446
23,Private,13,Never-married,Prof-specialty,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
54,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,49,United-States,<=50K,0.0,0.0
31,Private,9,Divorced,Other-service,Not-in-family,White,Female,25,United-States,<=50K,0.0,0.0
30,State-gov,14,Never-married,Adm-clerical,Not-in-family,Black,Female,20,United-States,<=50K,0.0,0.0
21,Private,10,Never-married,Sales,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
38,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,0.0,0.0
51,Private,10,Married-civ-spouse,Transport-moving,Husband,White,Male,40,United-States,>50K,0.0,0.0
34,Self-emp-not-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,50,United-States,>50K,0.0,0.0
22,Private,13,Never-married,Exec-managerial,Unmarried,White,Female,30,United-States,<=50K,0.0,0.0
20,Unknown,10,Never-married,Unknown,Own-child,White,Female,45,United-States,<=50K,0.0,0.0
26,Private,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,<=50K,0.0,7.5883236773352225
26,Private,10,Never-married,Other-service,Not-in-family,White,Female,35,United-States,<=50K,0.0,0.0
41,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,>50K,0.0,0.0
27,Local-gov,10,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
65,Private,10,Married-civ-spouse,Protective-serv,Husband,White,Male,40,United-States,<=50K,0.0,0.0
31,Private,7,Married-civ-spouse,Farming-fishing,Husband,White,Male,65,Mexico,<=50K,0.0,0.0
45,Self-emp-inc,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,35,United-States,>50K,0.0,0.0
37,Self-emp-not-inc,12,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,0.0,0.0
47,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,45,United-States,>50K,0.0,7.543273346705446
47,Self-emp-inc,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,50,United-States,>50K,0.0,0.0
33,Private,9,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
40,Private,6,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
38,Private,10,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Philippines,>50K,0.0,0.0
21,Private,10,Never-married,Sales,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
40,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,Mexico,<=50K,0.0,0.0
33,Private,9,Divorced,Transport-moving,Not-in-family,Black,Male,55,United-States,<=50K,0.0,0.0
29,Private,10,Never-married,Tech-support,Not-in-family,White,Male,52,United-States,<=50K,0.0,0.0
41,Private,10,Separated,Transport-moving,Not-in-family,White,Male,35,United-States,<=50K,0.0,0.0
20,Unknown,10,Never-married,Unknown,Own-child,White,Female,30,United-States,<=50K,0.0,0.0
20,State-gov,10,Never-married,Exec-managerial,Own-child,White,Male,54,United-States,<=50K,0.0,0.0
34,Self-emp-not-inc,6,Married-civ-spouse,Farming-fishing,Husband,White,Male,40,United-States,<=50K,0.0,0.0
78,Self-emp-inc,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,9.147081032336992,0.0
46,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
40,Private,11,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
59,Private,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
23,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,24,United-States,<=50K,0.0,0.0
47,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,0.0,0.0
31,Local-gov,13,Married-civ-spouse,Other-service,Husband,White,Male,38,United-States,>50K,0.0,0.0
42,Self-emp-not-inc,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,56,United-States,>50K,0.0,0.0
46,Local-gov,9,Divorced,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
29,Private,9,Divorced,Machine-op-inspct,Not-in-family,White,Male,44,United-States,<=50K,0.0,0.0
21,Private,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
55,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
38,Private,11,Never-married,Tech-support,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
44,State-gov,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
61,Self-emp-not-inc,10,Divorced,Exec-managerial,Not-in-family,White,Male,50,United-States,>50K,0.0,0.0
38,State-gov,13,Never-married,Exec-managerial,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
50,Self-emp-inc,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,Italy,>50K,0.0,0.0
53,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
37,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,Black,Male,36,United-States,>50K,0.0,0.0
49,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,45,United-States,>50K,0.0,0.0
30,Private,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.0,0.0
19,Private,11,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
59,Self-emp-not-inc,9,Divorced,Prof-specialty,Not-in-family,White,Male,20,England,<=50K,0.0,0.0
43,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
29,Local-gov,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0.0,0.0
49,Private,15,Married-civ-spouse,Prof-specialty,Husband,White,Male,45,United-States,<=50K,0.0,0.0
36,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,50,United-States,<=50K,0.0,0.0
26,Private,7,Never-married,Other-service,Own-child,Black,Male,32,United-States,<=50K,6.962243464266207,0.0
18,Private,10,Never-married,Sales,Not-in-family,White,Female,20,United-States,<=50K,0.0,0.0
60,Private,10,Widowed,Sales,Not-in-family,White,Female,15,United-States,<=50K,0.0,0.0
43,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
42,Private,9,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
41,Private,9,Divorced,Sales,Not-in-family,White,Male,50,United-States,<=50K,0.0,0.0
55,Self-emp-not-inc,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,7.589841512182657
31,Private,13,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
20,Private,10,Never-married,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
37,Private,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
51,Self-emp-not-inc,10,Married-civ-spouse,Craft-repair,Husband,White,Male,55,United-States,<=50K,0.0,0.0
28,Private,10,Married-civ-spouse,Sales,Husband,White,Male,55,United-States,>50K,0.0,7.551186867296149
24,Private,11,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
21,State-gov,10,Never-married,Adm-clerical,Own-child,White,Female,30,United-States,<=50K,0.0,0.0
21,Private,9,Never-married,Sales,Not-in-family,White,Male,50,United-States,<=50K,0.0,0.0
20,Unknown,10,Never-married,Unknown,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
35,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,45,United-States,<=50K,0.0,0.0
30,Private,10,Married-civ-spouse,Craft-repair,Not-in-family,White,Male,40,Mexico,<=50K,0.0,0.0
44,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,30,United-States,<=50K,0.0,0.0
45,Private,13,Married-civ-spouse,Craft-repair,Husband,Asian-Pac-Islander,Male,40,Japan,>50K,0.0,0.0
42,Private,6,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,<=50K,0.0,0.0
36,Unknown,9,Divorced,Unknown,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
32,Private,13,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
33,Private,9,Never-married,Handlers-cleaners,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,5,Married-civ-spouse,Craft-repair,Husband,White,Male,32,United-States,<=50K,0.0,0.0
17,Private,6,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,0.0,0.0
45,Local-gov,9,Never-married,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
41,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,<=50K,0.0,0.0
19,Private,10,Never-married,Machine-op-inspct,Not-in-family,White,Female,35,United-States,<=50K,0.0,0.0
45,Private,11,Divorced,Other-service,Not-in-family,White,Female,8,United-States,<=50K,0.0,0.0
41,Self-emp-inc,16,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,>50K,11.512925464970229,0.0
34,Local-gov,9,Married-civ-spouse,Other-service,Wife,White,Female,35,United-States,<=50K,0.0,7.462214939768189
33,Private,13,Never-married,Adm-clerical,Not-in-family,White,Male,60,United-States,>50K,0.0,0.0
17,Unknown,6,Never-married,Unknown,Own-child,Other,Female,20,United-States,<=50K,0.0,0.0
51,Private,13,Divorced,Sales,Not-in-family,White,Female,60,United-States,<=50K,0.0,0.0
33,Private,9,Divorced,Handlers-cleaners,Own-child,White,Male,20,United-States,<=50K,0.0,0.0
23,Private,10,Never-married,Handlers-cleaners,Other-relative,White,Female,18,United-States,<=50K,0.0,0.0
52,Private,13,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,30,United-States,>50K,0.0,0.0
36,Unknown,10,Divorced,Unknown,Own-child,White,Female,32,United-States,<=50K,0.0,0.0
25,Private,9,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
38,Unknown,10,Married-civ-spouse,Unknown,Wife,White,Female,20,United-States,<=50K,0.0,0.0
64,Self-emp-not-inc,5,Separated,Transport-moving,Not-in-family,White,Male,45,United-States,<=50K,0.0,0.0
42,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,8.94754601503218,0.0
29,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
26,Local-gov,13,Never-married,Prof-specialty,Not-in-family,White,Female,38,United-States,<=50K,0.0,0.0
38,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,24,United-States,<=50K,0.0,0.0
24,Private,6,Never-married,Other-service,Other-relative,White,Male,30,Mexico,<=50K,0.0,0.0
43,Federal-gov,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
38,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,8.04044688130311,0.0
28,Private,13,Married-civ-spouse,Sales,Husband,White,Male,45,United-States,>50K,0.0,0.0
18,Unknown,10,Never-married,Unknown,Own-child,White,Female,25,United-States,<=50K,0.0,0.0
44,Private,11,Married-civ-spouse,Craft-repair,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
81,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,18,United-States,<=50K,0.0,0.0
55,Private,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
52,Private,7,Widowed,Other-service,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
31,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
35,Private,9,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
39,Private,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,36,United-States,<=50K,0.0,0.0
27,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
23,State-gov,10,Never-married,Adm-clerical,Not-in-family,White,Male,15,United-States,<=50K,0.0,0.0
26,Private,7,Separated,Craft-repair,Other-relative,White,Male,50,United-States,<=50K,7.97522083865341,0.0
33,Private,11,Never-married,Other-service,Not-in-family,White,Male,40,Cuba,<=50K,0.0,0.0
39,Private,10,Never-married,Craft-repair,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
44,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
38,Private,9,Divorced,Exec-managerial,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
18,Private,8,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K,0.0,0.0
54,Private,9,Widowed,Other-service,Not-in-family,White,Female,15,United-States,<=50K,0.0,0.0
45,Private,9,Never-married,Adm-clerical,Own-child,Black,Female,40,United-States,<=50K,0.0,0.0
43,Private,14,Married-civ-spouse,Exec-managerial,Husband,Asian-Pac-Islander,Male,40,India,>50K,0.0,0.0
23,Local-gov,13,Never-married,Prof-specialty,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
37,Private,10,Never-married,Exec-managerial,Not-in-family,White,Male,40,United-States,<=50K,7.684783943522785,0.0
33,Self-emp-not-inc,7,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.0,0.0
45,Private,13,Married-civ-spouse,Transport-moving,Husband,White,Male,50,United-States,>50K,0.0,0.0
32,Self-emp-inc,13,Never-married,Exec-managerial,Not-in-family,White,Male,55,United-States,<=50K,0.0,0.0
47,Private,4,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
44,Private,12,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,0.0,0.0
22,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
17,Private,7,Never-married,Sales,Own-child,White,Male,30,United-States,<=50K,0.0,0.0
64,Self-emp-inc,16,Married-civ-spouse,Exec-managerial,Husband,White,Male,60,United-States,>50K,0.0,7.551186867296149
30,Local-gov,13,Married-civ-spouse,Protective-serv,Husband,White,Male,45,United-States,>50K,0.0,0.0
51,Private,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,70,United-States,>50K,0.0,0.0
26,State-gov,9,Never-married,Protective-serv,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
31,Private,10,Never-married,Sales,Not-in-family,White,Female,40,United-States,<=50K,0.0,7.316548177182976
50,Private,7,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
18,Unknown,10,Never-married,Unknown,Own-child,White,Male,10,United-States,<=50K,6.38856140554563,0.0
63,Private,9,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
48,Private,11,Married-civ-spouse,Exec-managerial,Husband,White,Male,43,United-States,>50K,0.0,0.0
37,Self-emp-inc,13,Married-civ-spouse,Sales,Husband,White,Male,50,United-States,>50K,0.0,7.789868559054706
51,Unknown,9,Married-civ-spouse,Unknown,Husband,White,Male,28,United-States,<=50K,0.0,0.0
29,Private,9,Never-married,Exec-managerial,Not-in-family,White,Female,38,United-States,<=50K,0.0,0.0
69,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,25,United-States,<=50K,0.0,0.0
56,Private,9,Married-civ-spouse,Transport-moving,Husband,White,Male,60,United-States,<=50K,0.0,0.0
26,Unknown,13,Married-civ-spouse,Unknown,Wife,White,Female,40,United-States,<=50K,0.0,0.0
39,Local-gov,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,40,United-States,>50K,8.895492631451633,0.0
42,Self-emp-not-inc,9,Separated,Other-service,Not-in-family,White,Female,22,United-States,<=50K,0.0,0.0
41,Federal-gov,9,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.0,0.0
45,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,>50K,0.0,7.543273346705446
23,Private,10,Never-married,Adm-clerical,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
29,Private,13,Never-married,Prof-specialty,Not-in-family,White,Male,50,United-States,>50K,0.0,0.0
34,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,50,United-States,<=50K,0.0,0.0
31,Unknown,13,Married-civ-spouse,Unknown,Wife,White,Female,20,United-States,>50K,0.0,7.551186867296149
46,Local-gov,13,Married-civ-spouse,Prof-specialty,Wife,White,Female,40,United-States,>50K,0.0,0.0
46,Without-pay,9,Married-civ-spouse,Machine-op-inspct,Wife,White,Female,25,United-States,<=50K,0.0,0.0
33,Private,3,Separated,Other-service,Unmarried,White,Female,40,Mexico,<=50K,0.0,0.0
46,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
26,Private,9,Never-married,Other-service,Own-child,Black,Female,40,United-States,<=50K,0.0,0.0
49,Local-gov,13,Divorced,Prof-specialty,Unmarried,White,Female,50,France,<=50K,0.0,0.0
66,Unknown,9,Widowed,Unknown,Not-in-family,Other,Female,35,Puerto-Rico,<=50K,0.0,0.0
55,State-gov,9,Married-civ-spouse,Tech-support,Wife,White,Female,40,United-States,>50K,0.0,7.543273346705446
35,Private,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,40,United-States,<=50K,0.0,0.0
27,Private,10,Divorced,Adm-clerical,Unmarried,White,Female,40,United-States,<=50K,0.0,0.0
31,Private,9,Never-married,Exec-managerial,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
47,Private,10,Separated,Adm-clerical,Unmarried,White,Female,16,Germany,<=50K,0.0,0.0
48,Self-emp-not-inc,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
27,Private,10,Never-married,Adm-clerical,Not-in-family,White,Female,56,United-States,<=50K,0.0,0.0
38,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
27,Private,9,Married-civ-spouse,Exec-managerial,Wife,White,Female,40,United-States,<=50K,0.0,0.0
23,Unknown,12,Never-married,Unknown,Own-child,White,Male,20,United-States,<=50K,0.0,7.451241684987676
17,Private,8,Never-married,Other-service,Own-child,White,Male,15,United-States,<=50K,0.0,0.0
44,State-gov,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
26,Private,9,Married-civ-spouse,Sales,Husband,White,Male,48,United-States,<=50K,0.0,0.0
37,Private,9,Never-married,Transport-moving,Other-relative,White,Female,40,United-States,<=50K,0.0,0.0
49,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,55,United-States,>50K,0.0,0.0
42,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,>50K,0.0,0.0
26,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
73,Unknown,11,Married-spouse-absent,Unknown,Not-in-family,White,Female,32,United-States,<=50K,0.0,0.0
44,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
47,Private,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
28,Unknown,10,Divorced,Unknown,Own-child,White,Female,20,Unknown,<=50K,0.0,0.0
49,Private,10,Divorced,Tech-support,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
17,Private,9,Never-married,Sales,Own-child,White,Female,20,United-States,<=50K,0.0,0.0
42,Private,10,Divorced,Prof-specialty,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
30,Private,6,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
36,State-gov,11,Married-civ-spouse,Tech-support,Husband,Asian-Pac-Islander,Male,37,Hong,<=50K,0.0,0.0
53,Private,13,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
23,Private,9,Married-civ-spouse,Handlers-cleaners,Husband,Black,Male,40,United-States,<=50K,0.0,0.0
35,Private,9,Divorced,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
32,Private,7,Never-married,Craft-repair,Not-in-family,Amer-Indian-Eskimo,Male,60,United-States,>50K,9.514215624322715,0.0
39,Private,13,Widowed,Prof-specialty,Unmarried,White,Female,50,Poland,>50K,0.0,0.0
40,Private,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,60,United-States,<=50K,0.0,0.0
28,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
32,Private,9,Never-married,Transport-moving,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
42,Private,10,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
35,Private,13,Never-married,Adm-clerical,Not-in-family,White,Female,43,United-States,<=50K,0.0,0.0
35,Private,8,Never-married,Machine-op-inspct,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
21,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
71,Private,4,Widowed,Exec-managerial,Not-in-family,White,Male,40,United-States,>50K,8.7157161275482,0.0
31,Private,9,Separated,Other-service,Not-in-family,White,Male,40,United-States,<=50K,0.0,0.0
25,Local-gov,10,Never-married,Adm-clerical,Unmarried,Black,Female,40,United-States,<=50K,0.0,0.0
35,Private,9,Never-married,Adm-clerical,Own-child,White,Female,40,United-States,<=50K,8.83200393125627,0.0
24,Private,9,Never-married,Other-service,Other-relative,White,Male,25,United-States,<=50K,0.0,0.0
69,Private,10,Married-civ-spouse,Sales,Husband,White,Male,25,United-States,<=50K,0.0,0.0
35,Self-emp-not-inc,14,Married-civ-spouse,Sales,Husband,Asian-Pac-Islander,Male,40,Unknown,>50K,0.0,0.0
35,Private,13,Married-civ-spouse,Sales,Husband,White,Male,40,United-States,<=50K,0.0,0.0
42,Private,13,Never-married,Sales,Not-in-family,White,Male,50,United-States,>50K,9.261128538808288,0.0
51,Private,11,Married-civ-spouse,Tech-support,Husband,White,Male,40,United-States,>50K,0.0,0.0
48,Private,9,Divorced,Transport-moving,Not-in-family,White,Male,44,United-States,<=50K,0.0,0.0
49,Private,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
53,Private,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,99,United-States,<=50K,7.786551806428712,0.0
43,Private,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,40,United-States,<=50K,0.0,0.0
53,Private,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,40,United-States,>50K,0.0,0.0
35,Private,9,Never-married,Machine-op-inspct,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
36,Private,9,Never-married,Other-service,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
34,Local-gov,14,Never-married,Prof-specialty,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
48,Private,10,Married-civ-spouse,Other-service,Husband,White,Male,40,United-States,>50K,0.0,0.0
53,Private,9,Divorced,Adm-clerical,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
37,Private,10,Divorced,Handlers-cleaners,Own-child,White,Male,40,United-States,<=50K,0.0,7.316548177182976
49,State-gov,15,Divorced,Exec-managerial,Not-in-family,White,Female,40,United-States,<=50K,0.0,0.0
30,Unknown,10,Married-civ-spouse,Unknown,Husband,White,Male,40,United-States,<=50K,0.0,0.0
41,Private,9,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
25,Private,10,Never-married,Other-service,Own-child,White,Female,40,United-States,<=50K,0.0,0.0
24,Private,10,Married-civ-spouse,Craft-repair,Husband,White,Male,65,United-States,<=50K,0.0,0.0
34,Private,9,Never-married,Craft-repair,Own-child,White,Male,40,United-States,<=50K,0.0,0.0
29,Private,9,Never-married,Craft-repair,Unmarried,White,Female,42,United-States,<=50K,0.0,0.0
23,Private,13,Never-married,Tech-support,Not-in-family,Black,Female,45,United-States,<=50K,0.0,0.0
46,Private,10,Separated,Sales,Not-in-family,White,Male,42,United-States,<=50K,0.0,0.0
20,Private,10,Never-married,Other-service,Own-child,White,Female,15,United-States,<=50K,0.0,0.0
63,Private,8,Married-civ-spouse,Craft-repair,Husband,White,Male,40,United-States,<=50K,0.0,0.0
