age,workclass,education,education-num,marital-status,occupation,relationship,race,sex,capital-gain,capital-loss,hours-per-week,native-country,is_senior,capital-gain_log,capital-loss_log,education_per_age,work_gain_ratio,is_married,gender_role,age_group,income
41,Self-emp-not-inc,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,Yugoslavia,0,0.0,0.0,0.2682926829268293,40.0,1,Male_Husband,35–45,0
43,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,45,United-States,0,0.0,0.0,0.27906976744186046,45.0,1,Male_Husband,35–45,1
42,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.21428571428571427,40.0,1,Male_Husband,35–45,1
56,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,48,United-States,0,0.0,0.0,0.19642857142857142,48.0,1,Male_Husband,55–65,1
55,Private,HS-grad,9,Married-civ-spouse,Sales,Wife,White,Female,0,0,50,United-States,0,0.0,0.0,0.16363636363636364,50.0,1,Female_Wife,45–55,0
51,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Black,Female,3411,0,38,United-States,0,8.13505390861157,0.0,0.17647058823529413,347.13204852723965,1,Female_Wife,45–55,0
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,4650,0,40,United-States,0,8.444837529224097,0.0,0.4482758620689655,377.79350116896387,0,Male_Not-in-family,25–35,0
22,Private,Some-college,10,Never-married,Protective-serv,Own-child,Asian-Pac-Islander,Male,0,0,24,India,0,0.0,0.0,0.45454545454545453,24.0,0,Male_Own-child,<25,0
49,Local-gov,Bachelors,13,Never-married,Prof-specialty,Own-child,White,Female,0,0,50,United-States,0,0.0,0.0,0.2653061224489796,50.0,0,Female_Own-child,45–55,0
28,Federal-gov,Bachelors,13,Never-married,Exec-managerial,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.4642857142857143,40.0,0,Male_Not-in-family,25–35,0
44,Private,HS-grad,9,Divorced,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.20454545454545456,40.0,0,Female_Not-in-family,35–45,0
44,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,60,United-States,0,0.0,0.0,0.29545454545454547,60.0,1,Male_Husband,35–45,0
48,Federal-gov,Some-college,10,Widowed,Other-service,Unmarried,Black,Female,0,0,40,United-States,0,0.0,0.0,0.20833333333333334,40.0,0,Female_Unmarried,45–55,0
20,Private,Some-college,10,Never-married,Protective-serv,Own-child,White,Male,0,0,40,Germany,0,0.0,0.0,0.5,40.0,0,Male_Own-child,<25,0
40,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,17,United-States,0,0.0,0.0,0.25,17.0,1,Female_Wife,35–45,1
74,Private,10th,6,Divorced,Other-service,Not-in-family,White,Female,0,0,1,United-States,1,0.0,0.0,0.08108108108108109,1.0,0,Female_Not-in-family,65+,0
34,Self-emp-inc,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.2647058823529412,50.0,1,Male_Husband,25–35,0
50,Private,Bachelors,13,Divorced,Sales,Not-in-family,White,Female,0,0,50,United-States,0,0.0,0.0,0.26,50.0,0,Female_Not-in-family,45–55,0
52,Private,Bachelors,13,Married-spouse-absent,Other-service,Other-relative,Black,Female,0,0,40,Haiti,0,0.0,0.0,0.25,40.0,1,Female_Other-relative,45–55,0
28,Private,HS-grad,9,Divorced,Other-service,Own-child,Black,Male,0,0,35,United-States,0,0.0,0.0,0.32142857142857145,35.0,0,Male_Own-child,25–35,0
54,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.24074074074074073,40.0,1,Male_Husband,45–55,1
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,Asian-Pac-Islander,Female,0,0,20,United-States,0,0.0,0.0,0.5652173913043478,20.0,0,Female_Not-in-family,<25,0
18,Private,12th,8,Never-married,Sales,Own-child,White,Male,594,0,14,United-States,0,6.38856140554563,0.0,0.4444444444444444,103.43985967763882,0,Male_Own-child,<25,0
55,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,Black,Male,0,0,40,United-States,0,0.0,0.0,0.2545454545454545,40.0,1,Male_Husband,45–55,1
33,Private,10th,6,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.18181818181818182,40.0,1,Male_Husband,25–35,0
28,Private,HS-grad,9,Never-married,Sales,Own-child,White,Male,0,0,60,United-States,0,0.0,0.0,0.32142857142857145,60.0,0,Male_Own-child,25–35,0
35,Private,Assoc-voc,11,Divorced,Other-service,Unmarried,White,Female,0,0,35,United-States,0,0.0,0.0,0.3142857142857143,35.0,0,Female_Unmarried,25–35,0
34,Private,HS-grad,9,Divorced,Farming-fishing,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.2647058823529412,40.0,0,Male_Not-in-family,25–35,0
68,Private,7th-8th,4,Married-civ-spouse,Other-service,Husband,White,Male,0,0,30,United-States,1,0.0,0.0,0.058823529411764705,30.0,1,Male_Husband,65+,0
32,Private,11th,7,Never-married,Craft-repair,Other-relative,White,Male,0,0,40,United-States,0,0.0,0.0,0.21875,40.0,0,Male_Other-relative,25–35,0
37,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Male,0,0,40,United-States,0,0.0,0.0,0.24324324324324326,40.0,0,Male_Unmarried,35–45,0
31,Private,Bachelors,13,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.41935483870967744,40.0,1,Male_Husband,25–35,1
18,Private,11th,7,Never-married,Sales,Own-child,White,Female,0,0,15,United-States,0,0.0,0.0,0.3888888888888889,15.0,0,Female_Own-child,<25,0
36,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,60,United-States,0,0.0,0.0,0.25,60.0,1,Male_Husband,35–45,1
18,Private,Some-college,10,Never-married,Prof-specialty,Own-child,Black,Female,0,1602,40,Cambodia,0,0.0,7.3796321526095525,0.5555555555555556,40.0,0,Female_Own-child,<25,0
43,Federal-gov,Bachelors,13,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0.0,0.0,0.3023255813953488,40.0,0,Female_Unmarried,35–45,0
29,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,42,United-States,0,0.0,0.0,0.4482758620689655,42.0,1,Female_Wife,25–35,1
41,Private,Assoc-acdm,12,Married-civ-spouse,Exec-managerial,Wife,White,Female,0,0,50,United-States,0,0.0,0.0,0.2926829268292683,50.0,1,Female_Wife,35–45,1
52,State-gov,Masters,14,Divorced,Prof-specialty,Not-in-family,Asian-Pac-Islander,Female,0,0,40,United-States,0,0.0,0.0,0.2692307692307692,40.0,0,Female_Not-in-family,45–55,0
43,Private,11th,7,Married-civ-spouse,Sales,Husband,White,Male,0,0,60,United-States,0,0.0,0.0,0.16279069767441862,60.0,1,Male_Husband,35–45,0
42,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Farming-fishing,Husband,White,Male,0,0,15,United-States,0,0.0,0.0,0.21428571428571427,15.0,1,Male_Husband,35–45,0
34,Private,HS-grad,9,Never-married,Machine-op-inspct,Unmarried,Black,Female,0,0,40,United-States,0,0.0,0.0,0.2647058823529412,40.0,0,Female_Unmarried,25–35,0
41,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.21951219512195122,40.0,1,Male_Husband,35–45,0
50,Private,Masters,14,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,30,United-States,0,0.0,0.0,0.28,30.0,1,Male_Husband,45–55,0
33,Local-gov,Some-college,10,Married-civ-spouse,Handlers-cleaners,Husband,White,Male,0,0,66,United-States,0,0.0,0.0,0.30303030303030304,66.0,1,Male_Husband,25–35,0
41,Local-gov,HS-grad,9,Divorced,Exec-managerial,Unmarried,White,Female,0,0,40,United-States,0,0.0,0.0,0.21951219512195122,40.0,0,Female_Unmarried,35–45,0
25,Private,Masters,14,Never-married,Sales,Not-in-family,White,Male,0,0,55,United-States,0,0.0,0.0,0.56,55.0,0,Male_Not-in-family,<25,0
38,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,England,0,0.0,0.0,0.34210526315789475,40.0,1,Male_Husband,35–45,1
25,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.4,40.0,0,Male_Own-child,<25,0
34,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,30,United-States,0,0.0,0.0,0.29411764705882354,30.0,1,Male_Husband,25–35,0
63,Private,HS-grad,9,Widowed,Other-service,Not-in-family,White,Female,0,0,34,United-States,1,0.0,0.0,0.14285714285714285,34.0,0,Female_Not-in-family,55–65,0
24,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,30,United-States,0,0.0,0.0,0.5416666666666666,30.0,0,Female_Not-in-family,<25,0
47,Private,Bachelors,13,Divorced,Craft-repair,Not-in-family,White,Female,0,0,50,United-States,0,0.0,0.0,0.2765957446808511,50.0,0,Female_Not-in-family,45–55,0
41,Federal-gov,Bachelors,13,Married-civ-spouse,Tech-support,Husband,White,Male,0,0,24,United-States,0,0.0,0.0,0.3170731707317073,24.0,1,Male_Husband,35–45,0
49,Private,HS-grad,9,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,55,United-States,0,8.94754601503218,0.0,0.1836734693877551,547.11503082677,1,Male_Husband,45–55,1
63,Federal-gov,HS-grad,9,Widowed,Exec-managerial,Not-in-family,White,Female,0,0,40,United-States,1,0.0,0.0,0.14285714285714285,40.0,0,Female_Not-in-family,55–65,0
29,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.4482758620689655,40.0,0,Male_Not-in-family,25–35,0
19,Private,10th,6,Never-married,Other-service,Other-relative,Black,Female,0,0,20,United-States,0,0.0,0.0,0.3157894736842105,20.0,0,Female_Other-relative,<25,0
33,Private,Assoc-acdm,12,Divorced,Machine-op-inspct,Unmarried,Amer-Indian-Eskimo,Female,0,0,40,United-States,0,0.0,0.0,0.36363636363636365,40.0,0,Female_Unmarried,25–35,0
23,Private,Some-college,10,Never-married,Sales,Not-in-family,White,Male,0,0,30,United-States,0,0.0,0.0,0.43478260869565216,30.0,0,Male_Not-in-family,<25,0
21,Private,Assoc-voc,11,Never-married,Craft-repair,Own-child,White,Male,0,1504,40,United-States,0,0.0,7.316548177182976,0.5238095238095238,40.0,0,Male_Own-child,<25,0
25,Private,Some-college,10,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.4,40.0,1,Male_Husband,<25,0
19,Private,HS-grad,9,Never-married,Prof-specialty,Own-child,White,Male,0,0,30,United-States,0,0.0,0.0,0.47368421052631576,30.0,0,Male_Own-child,<25,0
75,Private,HS-grad,9,Married-civ-spouse,Sales,Husband,White,Male,2653,0,20,United-States,1,7.8838232148921525,0.0,0.12,177.67646429784307,1,Male_Husband,65+,0
27,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.3333333333333333,40.0,1,Male_Husband,25–35,0
34,Private,Some-college,10,Divorced,Craft-repair,Not-in-family,White,Male,0,0,60,United-States,0,0.0,0.0,0.29411764705882354,60.0,0,Male_Not-in-family,25–35,0
20,Private,Some-college,10,Never-married,Tech-support,Own-child,White,Female,0,0,20,United-States,0,0.0,0.0,0.5,20.0,0,Female_Own-child,<25,0
47,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,48,United-States,0,0.0,0.0,0.19148936170212766,48.0,1,Male_Husband,45–55,1
51,Private,HS-grad,9,Married-spouse-absent,Prof-specialty,Not-in-family,White,Male,0,0,20,United-States,0,0.0,0.0,0.17647058823529413,20.0,1,Male_Not-in-family,45–55,1
29,Federal-gov,Some-college,10,Never-married,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.3448275862068966,40.0,0,Female_Not-in-family,25–35,1
39,Local-gov,Masters,14,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,1977,45,United-States,0,0.0,7.589841512182657,0.358974358974359,45.0,1,Male_Husband,35–45,1
37,Local-gov,Some-college,10,Married-civ-spouse,Protective-serv,Husband,White,Male,0,0,60,United-States,0,0.0,0.0,0.2702702702702703,60.0,1,Male_Husband,35–45,0
68,Private,Prof-school,15,Widowed,Prof-specialty,Unmarried,White,Female,0,0,16,United-States,1,0.0,0.0,0.22058823529411764,16.0,0,Female_Unmarried,65+,0
67,Self-emp-not-inc,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Female,3273,0,16,United-States,1,8.09376775793108,0.0,0.13432835820895522,145.50028412689727,0,Female_Not-in-family,65+,0
35,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,40,Puerto-Rico,0,0.0,0.0,0.3142857142857143,40.0,1,Male_Husband,25–35,0
17,Private,12th,8,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,20,United-States,0,0.0,0.0,0.47058823529411764,20.0,0,Male_Own-child,<25,0
20,Private,Some-college,10,Never-married,Farming-fishing,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.5,40.0,0,Male_Own-child,<25,0
30,Private,HS-grad,9,Divorced,Other-service,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.3,40.0,0,Female_Not-in-family,25–35,0
34,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,65,United-States,0,0.0,0.0,0.38235294117647056,65.0,0,Male_Not-in-family,25–35,1
26,Federal-gov,Some-college,10,Divorced,Adm-clerical,Own-child,White,Male,0,0,24,United-States,0,0.0,0.0,0.38461538461538464,24.0,0,Male_Own-child,25–35,0
63,Private,Assoc-voc,11,Widowed,Adm-clerical,Unmarried,White,Female,0,0,8,United-States,1,0.0,0.0,0.1746031746031746,8.0,0,Female_Unmarried,55–65,0
42,Federal-gov,Assoc-voc,11,Divorced,Adm-clerical,Unmarried,Black,Female,0,0,40,United-States,0,0.0,0.0,0.2619047619047619,40.0,0,Female_Unmarried,35–45,1
56,Private,HS-grad,9,Widowed,Adm-clerical,Unmarried,Black,Female,0,0,38,United-States,0,0.0,0.0,0.16071428571428573,38.0,0,Female_Unmarried,55–65,0
22,Private,12th,8,Never-married,Transport-moving,Unmarried,White,Male,0,0,30,United-States,0,0.0,0.0,0.36363636363636365,30.0,0,Male_Unmarried,<25,0
56,Local-gov,Some-college,10,Widowed,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0.0,0.0,0.17857142857142858,40.0,0,Female_Unmarried,55–65,0
37,Local-gov,Some-college,10,Married-civ-spouse,Craft-repair,Husband,White,Male,5178,0,40,United-States,0,8.552367266423891,0.0,0.2702702702702703,382.09469065695566,1,Male_Husband,35–45,1
28,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,Black,Male,0,0,35,United-States,0,0.0,0.0,0.4642857142857143,35.0,0,Male_Own-child,25–35,0
65,Private,HS-grad,9,Married-civ-spouse,Prof-specialty,Husband,Amer-Indian-Eskimo,Male,3818,0,40,United-States,1,8.247743887225516,0.0,0.13846153846153847,369.90975548902065,1,Male_Husband,55–65,0
35,Private,HS-grad,9,Never-married,Transport-moving,Own-child,Asian-Pac-Islander,Male,0,0,60,United-States,0,0.0,0.0,0.2571428571428571,60.0,0,Male_Own-child,25–35,0
30,Private,Bachelors,13,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,1902,40,United-States,0,0.0,7.551186867296149,0.43333333333333335,40.0,1,Male_Husband,25–35,1
41,Private,Some-college,10,Divorced,Machine-op-inspct,Own-child,White,Male,0,0,40,Italy,0,0.0,0.0,0.24390243902439024,40.0,0,Male_Own-child,35–45,0
25,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.4,40.0,0,Male_Own-child,<25,0
63,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Wife,Asian-Pac-Islander,Female,0,0,20,United-States,1,0.0,0.0,0.14285714285714285,20.0,1,Female_Wife,55–65,0
43,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Asian-Pac-Islander,Male,2829,0,60,China,0,7.948031990637284,0.0,0.20930232558139536,536.881919438237,1,Male_Husband,35–45,0
50,Private,Bachelors,13,Divorced,Other-service,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.26,40.0,0,Male_Not-in-family,45–55,0
26,Private,Bachelors,13,Never-married,Adm-clerical,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.5,40.0,0,Male_Own-child,25–35,0
24,Private,Assoc-voc,11,Married-civ-spouse,Other-service,Husband,White,Male,0,0,20,United-States,0,0.0,0.0,0.4583333333333333,20.0,1,Male_Husband,<25,0
32,Private,Assoc-voc,11,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.34375,40.0,1,Male_Husband,25–35,0
17,Private,HS-grad,9,Never-married,Exec-managerial,Own-child,White,Female,0,0,35,United-States,0,0.0,0.0,0.5294117647058824,35.0,0,Female_Own-child,<25,0
54,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,7688,0,50,United-States,0,8.94754601503218,0.0,0.24074074074074073,497.377300751609,1,Male_Husband,45–55,1
35,Private,Some-college,10,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.2857142857142857,50.0,1,Male_Husband,25–35,0
25,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,White,Female,0,0,30,United-States,0,0.0,0.0,0.36,30.0,1,Female_Wife,<25,0
53,Private,Some-college,10,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.18867924528301888,50.0,1,Male_Husband,45–55,1
23,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,38,United-States,0,0.0,0.0,0.391304347826087,38.0,1,Male_Husband,<25,0
28,Private,HS-grad,9,Never-married,Handlers-cleaners,Own-child,White,Male,0,0,40,United-States,0,0.0,0.0,0.32142857142857145,40.0,0,Male_Own-child,25–35,0
47,Federal-gov,Assoc-acdm,12,Married-civ-spouse,Adm-clerical,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.2553191489361702,40.0,1,Male_Husband,45–55,1
37,Private,HS-grad,9,Married-civ-spouse,Craft-repair,Husband,White,Male,0,0,35,Mexico,0,0.0,0.0,0.24324324324324326,35.0,1,Male_Husband,35–45,1
41,Private,HS-grad,9,Married-civ-spouse,Other-service,Husband,Amer-Indian-Eskimo,Male,0,0,45,United-States,0,0.0,0.0,0.21951219512195122,45.0,1,Male_Husband,35–45,0
64,Private,5th-6th,3,Separated,Other-service,Other-relative,White,Female,0,0,20,Cuba,1,0.0,0.0,0.046875,20.0,0,Female_Other-relative,55–65,0
60,Private,Bachelors,13,Divorced,Exec-managerial,Not-in-family,White,Female,0,0,40,Hungary,1,0.0,0.0,0.21666666666666667,40.0,0,Female_Not-in-family,55–65,1
41,Private,Bachelors,13,Married-civ-spouse,Prof-specialty,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.3170731707317073,40.0,1,Male_Husband,35–45,1
23,Private,Bachelors,13,Never-married,Sales,Not-in-family,White,Male,0,0,25,United-States,0,0.0,0.0,0.5652173913043478,25.0,0,Male_Not-in-family,<25,0
30,Private,HS-grad,9,Never-married,Adm-clerical,Unmarried,White,Female,0,0,24,United-States,0,0.0,0.0,0.3,24.0,0,Female_Unmarried,25–35,0
47,Private,Masters,14,Married-civ-spouse,Exec-managerial,Husband,White,Male,15024,0,55,United-States,0,9.617470759403409,0.0,0.2978723404255319,583.9608917671875,1,Male_Husband,45–55,1
26,Private,Some-college,10,Married-civ-spouse,Exec-managerial,Husband,White,Male,7688,0,40,United-States,0,8.94754601503218,0.0,0.38461538461538464,397.90184060128723,1,Male_Husband,25–35,1
45,Private,HS-grad,9,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.2,40.0,1,Male_Husband,35–45,0
22,Private,HS-grad,9,Never-married,Craft-repair,Unmarried,White,Female,0,0,36,Mexico,0,0.0,0.0,0.4090909090909091,36.0,0,Female_Unmarried,<25,0
63,Self-emp-inc,Masters,14,Divorced,Prof-specialty,Not-in-family,White,Male,0,0,70,United-States,1,0.0,0.0,0.2222222222222222,70.0,0,Male_Not-in-family,55–65,1
42,Private,HS-grad,9,Separated,Adm-clerical,Not-in-family,White,Male,0,0,40,United-States,0,0.0,0.0,0.21428571428571427,40.0,0,Male_Not-in-family,35–45,0
21,Private,Some-college,10,Never-married,Prof-specialty,Own-child,White,Male,0,0,20,United-States,0,0.0,0.0,0.47619047619047616,20.0,0,Male_Own-child,<25,0
27,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.3333333333333333,40.0,1,Male_Husband,25–35,0
18,Private,11th,7,Never-married,Other-service,Other-relative,Black,Female,0,0,24,United-States,0,0.0,0.0,0.3888888888888889,24.0,0,Female_Other-relative,<25,0
26,Private,Bachelors,13,Never-married,Prof-specialty,Not-in-family,White,Female,0,0,20,United-States,0,0.0,0.0,0.5,20.0,0,Female_Not-in-family,25–35,0
46,Private,Some-college,10,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,48,United-States,0,0.0,0.0,0.21739130434782608,48.0,1,Male_Husband,45–55,0
29,Private,HS-grad,9,Married-civ-spouse,Adm-clerical,Wife,Asian-Pac-Islander,Female,0,0,35,Vietnam,0,0.0,0.0,0.3103448275862069,35.0,1,Female_Wife,25–35,0
27,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.48148148148148145,40.0,1,Male_Husband,25–35,0
38,Private,Assoc-voc,11,Married-civ-spouse,Craft-repair,Husband,White,Male,7298,0,40,United-States,0,8.895492631451633,0.0,0.2894736842105263,395.8197052580653,1,Male_Husband,35–45,1
46,Private,Masters,14,Married-civ-spouse,Tech-support,Husband,White,Male,0,1977,40,United-States,0,0.0,7.589841512182657,0.30434782608695654,40.0,1,Male_Husband,45–55,1
54,Private,Assoc-voc,11,Married-civ-spouse,Protective-serv,Husband,Black,Male,15024,0,38,Jamaica,0,9.617470759403409,0.0,0.2037037037037037,403.46388885732955,1,Male_Husband,45–55,1
39,Private,HS-grad,9,Divorced,Exec-managerial,Not-in-family,White,Male,0,0,80,United-States,0,0.0,0.0,0.23076923076923078,80.0,0,Male_Not-in-family,35–45,0
44,Private,HS-grad,9,Married-civ-spouse,Handlers-cleaners,Wife,White,Female,3137,0,30,United-States,0,8.051340933292979,0.0,0.20454545454545456,271.54022799878936,1,Female_Wife,35–45,0
36,Private,Some-college,10,Divorced,Adm-clerical,Unmarried,White,Female,0,0,40,United-States,0,0.0,0.0,0.2777777777777778,40.0,0,Female_Unmarried,35–45,0
49,Private,HS-grad,9,Divorced,Machine-op-inspct,Not-in-family,Black,Female,0,0,40,United-States,0,0.0,0.0,0.1836734693877551,40.0,0,Female_Not-in-family,45–55,0
43,Private,Some-college,10,Separated,Prof-specialty,Not-in-family,Black,Male,0,0,40,United-States,0,0.0,0.0,0.23255813953488372,40.0,0,Male_Not-in-family,35–45,0
27,Private,Prof-school,15,Never-married,Prof-specialty,Not-in-family,Asian-Pac-Islander,Male,0,0,10,India,0,0.0,0.0,0.5555555555555556,10.0,0,Male_Not-in-family,25–35,0
23,Federal-gov,Some-college,10,Never-married,Armed-Forces,Other-relative,White,Male,0,0,40,United-States,0,0.0,0.0,0.43478260869565216,40.0,0,Male_Other-relative,<25,0
32,Private,9th,5,Separated,Other-service,Unmarried,Other,Female,0,0,40,Mexico,0,0.0,0.0,0.15625,40.0,0,Female_Unmarried,25–35,0
28,Private,Some-college,10,Never-married,Sales,Own-child,Black,Male,0,0,40,United-States,0,0.0,0.0,0.35714285714285715,40.0,0,Male_Own-child,25–35,0
42,Private,Bachelors,13,Married-civ-spouse,Exec-managerial,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.30952380952380953,40.0,1,Male_Husband,35–45,1
44,Private,Assoc-acdm,12,Never-married,Prof-specialty,Unmarried,Black,Female,1151,0,50,United-States,0,7.049254841255837,0.0,0.2727272727272727,402.4627420627919,0,Female_Unmarried,35–45,0
23,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,50,United-States,0,0.0,0.0,0.391304347826087,50.0,1,Male_Husband,<25,0
38,Private,Bachelors,13,Married-civ-spouse,Sales,Husband,White,Male,0,0,70,United-States,0,0.0,0.0,0.34210526315789475,70.0,1,Male_Husband,35–45,1
58,Self-emp-not-inc,7th-8th,4,Married-civ-spouse,Transport-moving,Husband,White,Male,0,0,40,United-States,0,0.0,0.0,0.06896551724137931,40.0,1,Male_Husband,55–65,1
17,Private,11th,7,Never-married,Other-service,Own-child,White,Male,0,0,25,United-States,0,0.0,0.0,0.4117647058823529,25.0,0,Male_Own-child,<25,0
23,Private,Bachelors,13,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,5,United-States,0,0.0,0.0,0.5652173913043478,5.0,0,Female_Not-in-family,<25,0
24,Local-gov,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.4166666666666667,40.0,0,Female_Not-in-family,<25,0
29,Private,Some-college,10,Never-married,Adm-clerical,Not-in-family,White,Female,0,0,40,United-States,0,0.0,0.0,0.3448275862068966,40.0,0,Female_Not-in-family,25–35,0
19,Private,Some-college,10,Never-married,Other-service,Not-in-family,White,Male,0,0,20,United-States,0,0.0,0.0,0.5263157894736842,20.0,0,Male_Not-in-family,<25,0
41,Private,HS-grad,9,Married-civ-spouse,Machine-op-inspct,Husband,White,Male,0,0,45,United-States,0,0.0,0.0,0.21951219512195122,45.0,1,Male_Husband,35–45,0
70,Private,Some-college,10,Divorced,Other-service,Not-in-family,White,Male,0,0,80,United-States,1,0.0,0.0,0.14285714285714285,80.0,0,Male_Not-in-family,65+,0
23,Private,Some-college,10,Never-married,Prof-specialty,Other-relative,White,Male,0,0,40,United-States,0,0.0,0.0,0.43478260869565216,40.0,0,Male_Other-relative,<25,0
24,Private,Some-college,10,Never-married,Sales,Own-child,White,Female,0,0,17,United-States,0,0.0,0.0,0.4166666666666667,17.0,0,Female_Own-child,<25,0
19,Private,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,16,United-States,0,0.0,0.0,0.47368421052631576,16.0,1,Female_Wife,<25,0
41,Private,Assoc-acdm,12,Divorced,Sales,Unmarried,White,Male,0,0,40,United-States,0,0.0,0.0,0.2926829268292683,40.0,0,Male_Unmarried,35–45,0
34,Private,Assoc-voc,11,Married-civ-spouse,Adm-clerical,Husband,White,Male,3908,0,45,United-States,0,8.271036865792954,0.0,0.3235294117647059,417.19665896068295,1,Male_Husband,25–35,0
52,Local-gov,HS-grad,9,Married-civ-spouse,Other-service,Wife,Black,Female,0,0,20,United-States,0,0.0,0.0,0.17307692307692307,20.0,1,Female_Wife,45–55,0
20,Private,Some-college,10,Never-married,Handlers-cleaners,Not-in-family,White,Male,0,0,50,United-States,0,0.0,0.0,0.5,50.0,0,Male_Not-in-family,<25,0
